loinc_num,long_common_name,classtype,found_in_lab,found_in_obs_clin,found_in_obs_gen
48709-0,Burr cells/100 erythrocytes i,1,1,,
4871-0,HLA-Dw11(w7) [Presence],1,1,,
48710-8,Eosinophils [Presence] in Uns,1,1,,
48711-6,Free Hemoglobin [Mass/volume],1,1,,
48712-4,Microscopic observation [Iden,1,1,,
48713-2,Bartonella quintana IgG Ab [U,1,1,,
48714-0,Leishmania tropica IgM Ab [Un,1,1,,
48715-7,Leishmania tropica IgG Ab [Un,1,1,,
48716-5,La Crosse virus IgG Ab [Units,1,1,,
48717-3,Leishmania mexicana IgM Ab [U,1,1,,
48718-1,Leishmania mexicana IgG Ab [U,1,1,,
48719-9,Coxiella burnetii phase 2 IgG,1,1,,
48720-7,Coxiella burnetii phase 1 IgG,1,1,,
48721-5,Bartonella henselae IgG Ab [U,1,1,,
48722-3,Microscopic observation [Iden,1,1,,
48723-1,Epstein Barr virus Ab [Presen,1,1,,
48724-9,Bacteria # 3 identified in Bl,1,1,,
48725-6,Hemoglobin [Mass/volume] in B,1,1,,
48726-4,JAK2 gene targeted mutation a,1,1,,
48727-2,Bacteria # 2 identified in Bl,1,1,,
4872-8,HLA-Dw12 [Presence] in Donor,1,1,,
48728-0,NCF1+NCF2+CYBB gene targeted,1,1,,
48729-8,CYBA gene targeted mutation a,1,1,,
48730-6,X linked heterotaxy [Identifi,1,1,,
48731-4,Complement C4 [Presence] in S,1,1,,
48732-2,NCF1 gene mutations found [Id,1,1,,
48733-0,NCF2 gene mutations found [Id,1,1,,
48734-8,CYBB gene mutations found [Id,1,1,,
48735-5,MG Guidance for localization,2,,1,1
4873-6,HLA-Dw12 [Presence],1,1,,
48736-3,MG Guidance for sentinel lymp,2,,1,1
48737-1,XR Wrist and Hand 3 Views,2,,1,1
48738-9,XR Wrist - bilateral and Hand,2,,1,1
48739-7,MG Guidance for sentinel lymp,2,,1,1
48740-5,MG Guidance for sentinel lymp,2,,1,1
48741-3,Bordetella pertussis [Presenc,1,1,,
48742-1,US.doppler Scrotum and testic,2,,1,1
48743-9,CT Retroperitoneum WO and W c,2,,1,1
4874-4,HLA-Dw13 [Presence] in Donor,1,1,,
48744-7,Deprecated Pelvis X-ray View,2,,1,1
48745-4,Deprecated Mandible - left X-,2,,1,1
48746-2,XR Sacroiliac joint - bilater,2,,1,1
48747-0,XR Orbit - bilateral GE 4 Vie,2,,1,1
48748-8,XR Spine Oblique Views,2,,1,1
48749-6,XR Thoracic spine Oblique Vie,2,,1,1
48750-4,3-Hydroxy fatty acids pattern,1,1,,
4875-1,HLA-Dw13 [Presence],1,1,,
48751-2,3-Hydroxypalmitate.free (3-OH,1,1,,
48752-0,3-Hydroxymyristate.free (3-OH,1,1,,
48753-8,3-Hydroxydodecanoate.free (3-,1,1,,
48754-6,3-Hydroxydodecanoate (3-OH-C1,1,1,,
48755-3,3-Hydroxydecanoate.free (3-OH,1,1,,
48756-1,3-Hydroxyoctanoate.free (3-OH,1,1,,
48757-9,3-Hydroxyoctanoate (3-OH-C8:0,1,1,,
48758-7,3-Hydroxyhexanoate.free (3-OH,1,1,,
48759-5,3-Hydroxyhexanoate (3-OH-C6:0,1,1,,
48760-3,3-Hydroxy fatty acid panel -,1,1,,
48761-1,3-Hydroxypalmitate (3-OH-C16:,1,1,,
48762-9,3-Hydroxymyristate (3-OH-C14:,1,1,,
48763-7,3-Hydroxydecanoate (3-OH-C10:,1,1,,
48764-5,Summary purpose CCD Document,2,,1,1
48765-2,Allergies and adverse reactio,2,,1,1
48766-0,Information source,2,,1,1
48767-8,Annotation comment [Interpret,2,,1,1
48768-6,Payment sources Document,2,,1,1
4876-9,HLA-Dw14 [Presence] in Donor,1,1,,
48769-4,Continuity of Care panel,2,,1,1
48770-2,Fetal Biophysical profile pan,2,,1,1
48771-0,Kappa light chains [Mass/volu,1,1,,
48772-8,Lambda light chains [Mass/vol,1,1,,
48773-6,Kappa light chains/Lambda lig,1,1,,
48774-4,Kappa light chains.free [Mass,1,1,,
48775-1,Lambda light chains.free [Mas,1,1,,
48776-9,Kappa light chains.free/Lambd,1,1,,
4877-7,HLA-Dw14 [Presence],1,1,,
48777-7,Kappa light chains.free/Album,1,1,,
48778-5,Nucleated erythrocytes/100 ce,1,1,,
48779-3,FDA package insert Structured,2,,1,1
48780-1,FDA package insert Structured,2,,1,1
48781-9,CYP21A2 gene mutations found,1,1,,
48782-7,Dipyrone IgE Ab RAST class [P,1,1,,
48783-5,Dipyrone IgE Ab [Units/volume,1,1,,
48784-3,Herpes simplex virus 2 Ab [Pr,1,1,,
4878-5,HLA-Dw15 [Presence] in Donor,1,1,,
48785-0,Prostaglandin D2 [Mass/volume,1,1,,
48786-8,Renin [Enzymatic activity/vol,1,1,,
48787-6,Glucose [Mass/volume] in Peri,1,1,,
48788-4,Creatinine peritoneal dialysi,1,1,,
48789-2,Creatinine peritoneal dialysi,1,1,,
487-9,Temafloxacin [Susceptibility],1,1,,
48790-0,Creatinine [Mass/time] in uns,1,1,,
48791-8,Urea nitrogen peritoneal dial,1,1,,
48792-6,Necroinflammatory activity sc,1,1,,
4879-3,HLA-Dw15 [Presence],1,1,,
48793-4,Necroinflammatory activity gr,1,1,,
48794-2,Fibrosis stage,1,1,,
48795-9,Fibrosis score,1,1,,
48796-7,Hepatitis C virus FibroSURE p,1,1,,
48797-5,Organic acids panel - Urine,1,1,,
48798-3,First trimester maternal scre,1,1,,
48799-1,Second trimester penta matern,1,1,,
48800-7,Second trimester quad materna,1,1,,
4880-1,HLA-Dw16 [Presence] in Donor,1,1,,
48802-3,Alpha-1-Fetoprotein panel - S,1,1,,
48803-1,Neural tube defect risk [Like,1,1,,
48804-9,Taenia solium Ag [Presence] i,1,1,,
48805-6,Platelet aggregation panel -,1,1,,
48806-4,Salmonella sp+Shigella sp+Esc,1,1,,
48807-2,Bone marrow aspiration report,2,,1,1
48808-0,Leukogram panel - Blood,1,1,,
48809-8,Erythrogram panel - Blood,1,1,,
48810-6,Glucose [Mass/volume] in Seru,1,1,,
48811-4,Protein fractions 3 panel - S,1,1,,
48812-2,Spermatozoa morphology panel,1,1,,
48813-0,Methicillin resistance mecA g,1,1,,
48814-8,Vancomycin resistance vanA ge,1,1,,
48815-5,Deprecated Herpes simplex vir,1,1,,
48816-3,Staphylococcus aureus Panton-,1,1,,
48817-1,Donath Landsteiner Ab [Titer],1,1,,
48818-9,Karyotype [Identifier] in Blo,1,1,,
48819-7,Karyotype [Identifier] in Tis,1,1,,
48820-5,Karyotype [Identifier] in Cor,1,1,,
48821-3,"t(12;21)(p13;q22.3)(ETV6,RUNX",1,1,,
48822-1,Tubular basement membrane IgG,1,1,,
48823-9,Tubular basement membrane IgG,1,1,,
48824-7,"Respiratory allergen panel, U",1,1,,
48825-4,"Respiratory allergen panel, U",1,1,,
48826-2,"Respiratory allergen panel, U",1,1,,
4882-7,HLA-Dw17(w7) [Presence] in Do,1,1,,
48827-0,"Respiratory allergen panel, U",1,1,,
48828-8,"Respiratory allergen panel, U",1,1,,
48829-6,"Respiratory allergen panel, U",1,1,,
48830-4,"Respiratory allergen panel, U",1,1,,
48831-2,"Respiratory allergen panel, U",1,1,,
48832-0,"Respiratory allergen panel, U",1,1,,
48833-8,"Respiratory allergen panel, U",1,1,,
48834-6,"Respiratory allergen panel, U",1,1,,
4883-5,HLA-Dw17(w7) [Presence],1,1,,
48835-3,"Respiratory allergen panel, U",1,1,,
48836-1,"Respiratory allergen panel, U",1,1,,
48837-9,"Respiratory allergen panel, U",1,1,,
48838-7,"Respiratory allergen panel, U",1,1,,
48839-5,"Respiratory allergen panel, U",1,1,,
48840-3,"Respiratory allergen panel, U",1,1,,
48841-1,"Respiratory allergen panel, U",1,1,,
48842-9,Bartonella bacilliformis IgG,1,1,,
4884-3,HLA-Dw18(w6) [Presence] in Do,1,1,,
48843-7,Bartonella bacilliformis IgM,1,1,,
48844-5,Bartonella elizabethae IgG Ab,1,1,,
48845-2,Bartonella elizabethae IgM Ab,1,1,,
48846-0,Bartonella vinsonii berkhoffi,1,1,,
48847-8,Bartonella vinsonii berkhoffi,1,1,,
48848-6,Coxiella burnetii phase 1 IgA,1,1,,
48849-4,Coxiella burnetii phase 2 IgA,1,1,,
4885-0,HLA-Dw18(w6) [Presence],1,1,,
48850-2,Ehrlichia chaffeensis IgM Ab,1,1,,
48851-0,Orientia tsutsugamushi Gillia,1,1,,
48852-8,Orientia tsutsugamushi Gillia,1,1,,
48853-6,Orientia tsutsugamushi Karp I,1,1,,
48854-4,Orientia tsutsugamushi Karp I,1,1,,
48855-1,Orientia tsutsugamushi Kato I,1,1,,
48856-9,Orientia tsutsugamushi Kato I,1,1,,
48857-7,Rickettsia africae IgM Ab [Ti,1,1,,
48858-5,Rickettsia africae IgG Ab [Ti,1,1,,
48859-3,Rickettsia akari IgG Ab [Tite,1,1,,
48860-1,Rickettsia akari IgM Ab [Tite,1,1,,
48861-9,Rickettsia parkeri IgM Ab [Ti,1,1,,
48862-7,Rickettsia parkeri IgG Ab [Ti,1,1,,
48863-5,Rickettsia sp DNA [Identifier,1,1,,
48864-3,Bartonella sp DNA [Presence],1,1,,
48865-0,Ehrlichia ewingii DNA [Presen,1,1,,
48866-8,Ehrlichia sp DNA [Presence] i,1,1,,
48867-6,Orientia tsutsugamushi DNA [P,1,1,,
4886-8,HLA-Dw19(w6) [Presence] in Do,1,1,,
48868-4,Rickettsia rickettsii DNA [Pr,1,1,,
48869-2,Rickettsia sp DNA [Presence],1,1,,
488-7,Temafloxacin [Susceptibility],1,1,,
48870-0,Rickettsia spotted fever grou,1,1,,
48871-8,Rickettsia typhus group DNA [,1,1,,
48872-6,Anaplasma phagocytophilum [Pr,1,1,,
48873-4,Ehrlichia sp identified in Un,1,1,,
48874-2,Neorickettsia sp [Presence] i,1,1,,
48875-9,Orientia tsutsugamushi [Prese,1,1,,
4887-6,HLA-Dw19(w6) [Presence],1,1,,
48876-7,Anaplasma phagocytophilum IgM,1,1,,
48877-5,Anaplasma phagocytophilum IgG,1,1,,
48878-3,Bartonella bacilliformis IgG,1,1,,
48879-1,Bartonella bacilliformis IgM,1,1,,
48880-9,Bartonella elizabethae IgG Ab,1,1,,
48881-7,Bartonella elizabethae IgM Ab,1,1,,
48882-5,Bartonella henselae IgM Ab [T,1,1,,
48883-3,Bartonella henselae IgG Ab [T,1,1,,
4888-4,HLA-Dw1 [Presence] in Donor,1,1,,
48884-1,Bartonella quintana IgG Ab [T,1,1,,
48885-8,Bartonella quintana IgM Ab [T,1,1,,
48886-6,Bartonella vinsonii berkhoffi,1,1,,
48887-4,Bartonella vinsonii berkhoffi,1,1,,
48888-2,Coxiella burnetii phase 1 IgG,1,1,,
48889-0,Coxiella burnetii phase 1 IgA,1,1,,
48890-8,Coxiella burnetii phase 1 IgM,1,1,,
48891-6,Coxiella burnetii phase 2 IgA,1,1,,
4889-2,HLA-Dw1 [Presence],1,1,,
48892-4,Coxiella burnetii phase 2 IgM,1,1,,
48893-2,Coxiella burnetii phase 2 IgG,1,1,,
48894-0,Ehrlichia chaffeensis IgG Ab,1,1,,
48895-7,Ehrlichia chaffeensis IgM Ab,1,1,,
48896-5,Orientia tsutsugamushi Gillia,1,1,,
48897-3,Orientia tsutsugamushi Gillia,1,1,,
48898-1,Orientia tsutsugamushi Karp I,1,1,,
48899-9,Orientia tsutsugamushi Karp I,1,1,,
48-9,Bacampicillin [Susceptibility,1,1,,
4890-0,HLA-Dw20 [Presence] in Donor,1,1,,
48900-5,Orientia tsutsugamushi Kato I,1,1,,
48901-3,Orientia tsutsugamushi Kato I,1,1,,
48902-1,Rickettsia africae IgM Ab [Ti,1,1,,
48903-9,Rickettsia africae IgG Ab [Ti,1,1,,
48904-7,Rickettsia akari IgG Ab [Tite,1,1,,
48905-4,Rickettsia akari IgM Ab [Tite,1,1,,
48906-2,Rickettsia conorii IgM Ab [Ti,1,1,,
48907-0,Rickettsia conorii IgG Ab [Ti,1,1,,
48908-8,Rickettsia parkeri IgM Ab [Ti,1,1,,
48909-6,Rickettsia parkeri IgG Ab [Ti,1,1,,
48910-4,Rickettsia prowazekii IgM Ab,1,1,,
48911-2,Rickettsia prowazekii IgG Ab,1,1,,
48912-0,Rickettsia rickettsii IgM Ab,1,1,,
48913-8,Rickettsia rickettsii IgG Ab,1,1,,
48914-6,Rickettsia typhi IgG Ab [Tite,1,1,,
75448-1,Nurse Flowsheet,2,,1,1
48915-3,Rickettsia typhi IgM Ab [Tite,1,1,,
48916-1,"Respiratory allergen panel, U",1,1,,
48917-9,"Respiratory allergen panel, U",1,1,,
4891-8,HLA-Dw20 [Presence],1,1,,
48918-7,"Respiratory allergen panel, U",1,1,,
48919-5,"Respiratory allergen panel, U",1,1,,
48920-3,"Respiratory allergen panel, U",1,1,,
48921-1,"Respiratory allergen panel, U",1,1,,
48922-9,"Respiratory allergen panel, U",1,1,,
48923-7,"Respiratory allergen panel, U",1,1,,
48924-5,"Respiratory allergen panel, U",1,1,,
48925-2,"Respiratory allergen panel, U",1,1,,
4892-6,HLA-Dw21 [Presence] in Donor,1,1,,
48926-0,"Respiratory allergen panel, U",1,1,,
48927-8,"Respiratory allergen panel, U",1,1,,
48928-6,"Respiratory allergen panel, U",1,1,,
48929-4,"Respiratory allergen panel, U",1,1,,
48930-2,"Respiratory allergen panel, U",1,1,,
48931-0,"Respiratory allergen panel, U",1,1,,
48932-8,"Respiratory allergen panel, U",1,1,,
48933-6,"Respiratory allergen panel, U",1,1,,
4893-4,HLA-Dw21 [Presence],1,1,,
48934-4,11-Hydroxy delta-9 tetrahydro,1,1,,
48935-1,11-Hydroxy delta-9 tetrahydro,1,1,,
48936-9,Acylcarnitine pattern [Interp,1,1,,
48937-7,Alpha hydroxyalprazolam [Mass,1,1,,
48938-5,ALPRAZolam [Mass/volume] in U,1,1,,
48939-3,Amphetamines [Mass/volume] in,1,1,,
48940-1,Benzodiazepines [Mass/volume],1,1,,
48941-9,Benzodiazepines [Mass/volume],1,1,,
4894-2,HLA-Dw22 [Presence] in Donor,1,1,,
48942-7,Cannabinoids [Mass/volume] in,1,1,,
48943-5,Cannabinoids [Presence] in Un,1,1,,
48944-3,Carboxy tetrahydrocannabinol,1,1,,
48945-0,chlordiazePOXIDE [Mass/volume,1,1,,
48946-8,Cocaethylene [Mass/volume] in,1,1,,
48947-6,Cocaine [Presence] in Unspeci,1,1,,
48948-4,diazePAM [Mass/volume] in Uns,1,1,,
48949-2,Estazolam [Mass/volume] in Un,1,1,,
489-5,Temafloxacin [Susceptibility],1,1,,
48950-0,Flurazepam [Mass/volume] in U,1,1,,
48951-8,Deprecated Scan Guidance for,2,,1,1
48952-6,Histoplasma capsulatum Ag [Ma,1,1,,
48953-4,Hydroxyethylflurazepam [Mass/,1,1,,
48954-2,Hydroxytriazolam [Mass/volume,1,1,,
48955-9,LORazepam [Mass/volume] in Un,1,1,,
48956-7,Methadone [Mass/volume] in Un,1,1,,
48957-5,Methadone [Mass/volume] in Un,1,1,,
48958-3,Midazolam [Mass/volume] in Un,1,1,,
4895-9,HLA-Dw22 [Presence],1,1,,
48959-1,Nordiazepam [Mass/volume] in,1,1,,
48960-9,Norpropoxyphene [Mass/volume],1,1,,
48961-7,Opiates [Mass/volume] in Unsp,1,1,,
48962-5,Oxazepam [Mass/volume] in Uns,1,1,,
48963-3,Propoxyphene [Mass/volume] in,1,1,,
48964-1,Propoxyphene [Mass/volume] in,1,1,,
48965-8,Temazepam [Mass/volume] in Un,1,1,,
48966-6,Triazolam [Mass/volume] in Un,1,1,,
4896-7,HLA-Dw23 [Presence] in Donor,1,1,,
48967-4,Brucella abortus Ab [Presence,1,1,,
48968-2,PKHD1 gene targeted mutation,1,1,,
48969-0,DCX gene targeted mutation an,1,1,,
48970-8,ELN gene targeted mutation an,1,1,,
48971-6,EYA1 gene targeted mutation a,1,1,,
48972-4,FGFR2 gene+FGFR3 gene mutatio,1,1,,
48973-2,Leukocytes [Presence] in Stoo,1,1,,
48974-0,MDCR gene mutations found [Id,1,1,,
4897-5,HLA-Dw23 [Presence],1,1,,
48975-7,GPR143 gene mutations found [,1,1,,
48976-5,POLG gene mutations found [Id,1,1,,
48977-3,SGCG gene mutations found [Id,1,1,,
48978-1,CDKL5 gene targeted mutation,1,1,,
48979-9,TSC1 gene mutations found [Id,1,1,,
48980-7,TSC2 gene mutations found [Id,1,1,,
48981-5,Anaplasma sp [Presence] in Un,1,1,,
48982-3,Ehrlichia sp [Presence] in Un,1,1,,
4898-3,HLA-Dw24 [Presence] in Donor,1,1,,
48983-1,Glucose [Mass/volume] in Seru,1,1,,
48984-9,Glucose [Mass/volume] in Seru,1,1,,
48985-6,Glucose [Mass/volume] in Seru,1,1,,
48986-4,Glucose [Mass/volume] in Seru,1,1,,
48987-2,Pyridinoline.free/Creatinine,1,1,,
48988-0,Glucose [Mass/volume] in Seru,1,1,,
48989-8,Glucose [Mass/volume] in Seru,1,1,,
48990-6,Glucose [Mass/volume] in Seru,1,1,,
4899-1,HLA-Dw24 [Presence],1,1,,
48991-4,Glucose [Mass/volume] in Seru,1,1,,
48992-2,Glucose [Mass/volume] in Seru,1,1,,
48993-0,Glucose [Mass/volume] in Seru,1,1,,
48994-8,Glucose [Mass/volume] in Seru,1,1,,
48995-5,N-acetyl-beta-glucosaminidase,1,1,,
48996-3,Amylase.pancreatic [Enzymatic,1,1,,
48997-1,Immune complex.IgG [Mass/volu,1,1,,
48998-9,6-Phosphogluconate dehydrogen,1,1,,
48999-7,Urea [Mass/time] in 24 hour U,1,1,,
49000-3,Free Hemoglobin [Presence] in,1,1,,
49001-1,Osmolality of Sweat,1,1,,
49002-9,Albumin [Mass/time] in Urine,1,1,,
49003-7,Urate [Mass/volume] in Perito,1,1,,
49004-5,Creatinine [Mass/volume] in P,1,1,,
49005-2,Calcium [Moles/volume] in Per,1,1,,
49006-0,Phosphate [Moles/volume] in P,1,1,,
4900-7,HLA-Dw25 [Presence] in Donor,1,1,,
49007-8,Magnesium [Moles/volume] in P,1,1,,
49008-6,Clot Retraction [Volume Fract,1,1,,
49009-4,Norepinephrine [Moles/volume],1,1,,
49010-2,Platelet aggregation ADP indu,1,1,,
49011-0,Platelet aggregation arachido,1,1,,
49012-8,Influenza virus A and B ident,1,1,,
49013-6,Pancreastatin [Mass/volume] i,1,1,,
49014-4,PAH gene targeted mutation an,1,1,,
4901-5,HLA-Dw25 [Presence],1,1,,
49015-1,SCA15 gene CAG repeats [Prese,1,1,,
49016-9,Streptococcus sp exoenzyme Ab,1,1,,
49017-7,"Respiratory allergen panel, U",1,1,,
49018-5,"Respiratory allergen panel, U",1,1,,
49019-3,"Respiratory allergen panel, U",1,1,,
49020-1,"Respiratory allergen panel, U",1,1,,
49021-9,"Respiratory allergen panel, U",1,1,,
49022-7,"Respiratory allergen panel, U",1,1,,
4902-3,HLA-Dw26 [Presence] in Donor,1,1,,
49023-5,Microalbumin [Mass/time] in U,1,1,,
49024-3,Differential cell count metho,1,1,,
49025-0,CD25+CD127Low cells/CD4 cells,1,1,,
49026-8,LDL 6 [Mass/volume] in Serum,1,1,,
49027-6,LDL 7 [Mass/volume] in Serum,1,1,,
49028-4,Microdeletion syndromes [Iden,1,1,,
49029-2,Cortisol Free/Cortisone free,1,1,,
490-3,Temafloxacin [Susceptibility],1,1,,
49030-0,Trisomy 21 risk based on mate,1,1,,
4903-1,HLA-Dw26 [Presence],1,1,,
49031-8,CD59 RBC/100 erythrocytes in,1,1,,
49032-6,Second trimester penta matern,1,1,,
49033-4,Menstrual History - Reported,2,,1,1
49034-2,Microorganism identified in C,1,1,,
49035-9,Fetal Nuchal fold [Multiple o,2,,1,1
49036-7,Parathyrin.intact [Mass/volum,1,1,,
49037-5,Respiratory syncytial virus I,1,1,,
49038-3,Riboflavin [Moles/volume] in,1,1,,
49039-1,Subtelomere analysis [Identif,1,1,,
49040-9,Subtelomere analysis [Interpr,1,1,,
49041-7,Testosterone [Mass/volume] in,1,1,,
49042-5,Testosterone Free [Mass/volum,1,1,,
49043-3,Testosterone Free/Testosteron,1,1,,
49044-1,diazePAM and Nordiazepam pane,1,1,,
49045-8,PT and aPTT and Fibrinogen pa,1,1,,
49046-6,Drugs of abuse panel - Meconi,1,1,,
49047-4,Globulin [Mass/volume] in Uri,1,1,,
49048-2,Protein feed time,1,1,,
4904-9,HLA-Dw2 [Presence] in Donor,1,1,,
49049-0,Collection time of Specimen,1,1,,
49050-8,Microscopic observation [Iden,1,1,,
49051-6,Gestational age in weeks,2,,1,1
49052-4,Gestational age in days,2,,1,1
49053-2,History of Neural tube defect,2,,1,1
49054-0,25-hydroxyvitamin D2 [Mass/vo,1,1,,
49055-7,Ribonucleoprotein extractable,1,1,,
4905-6,HLA-Dw2 [Presence],1,1,,
49056-5,Shigella sp serotype [Identif,1,1,,
49057-3,Blood group antibody score,1,1,,
49058-1,aPTT in Blood drawn from CRRT,1,1,,
49059-9,Trisomy 21+Trisomy 18 risk [L,1,1,,
49060-7,Fondaparinux [Mass/volume] in,1,1,,
49061-5,Hepatic iron index,1,1,,
49062-3,Lipid risk factors [Finding],1,1,,
49063-1,Microdeletion syndromes in Un,1,1,,
4906-4,HLA-Dw3 [Presence] in Donor,1,1,,
49064-9,Gamma 2 globulin [Mass/volume,1,1,,
49065-6,Eastern equine encephalitis v,1,1,,
49066-4,Western equine encephalitis v,1,1,,
49067-2,La Crosse virus IgG and IgM [,1,1,,
49068-0,Saint Louis encephalitis viru,1,1,,
49069-8,Epstein Barr virus Ab [Titer],1,1,,
49070-6,Specimen drawn [Date and time,1,1,,
49071-4,Urea nitrogen [Mass ratio] in,1,1,,
4907-2,HLA-Dw3 [Presence],1,1,,
49072-2,Cocaethylene [Presence] in Ha,1,1,,
49073-0,Influenza virus A IgG Ab [Mas,1,1,,
49074-8,Influenza virus A IgA Ab [Mas,1,1,,
49075-5,Influenza virus A IgM Ab [Mas,1,1,,
49076-3,Influenza virus B IgA Ab [Mas,1,1,,
49077-1,Influenza virus B IgG Ab [Mas,1,1,,
49078-9,Influenza virus B IgM Ab [Mas,1,1,,
49079-7,American Cockroach IgE Ab RAS,1,1,,
4908-0,HLA-Dw4 [Presence] in Donor,1,1,,
49080-5,Kanamycin 1 ug/mL [Susceptibi,1,1,,
49081-3,Beta-2-Microglobulin [Mass/vo,1,1,,
49082-1,Western equine encephalitis v,1,1,,
49083-9,North American Association of,2,,1,1
49084-7,Census block group 1970and80a,2,,1,1
49085-4,First and Second trimester in,1,1,,
49086-2,First trimester maternal scre,1,1,,
49087-0,Maternal screen clinical pred,1,1,,
49088-8,Sonographer name,2,,1,1
49089-6,Sonographer [Identifier],2,,1,1
49090-4,Fetal Trisomy 21 risk [Likeli,1,1,,
49091-2,Fetal Neural tube defect risk,1,1,,
49092-0,Second trimester quad materna,1,1,,
49093-8,Arbovirus IgG and IgM panel -,1,1,,
49094-6,Arbovirus IgG and IgM panel -,1,1,,
49095-3,Saint Louis encephalitis viru,1,1,,
49096-1,Chlamydia trachomatis DNA [Un,1,1,,
49097-9,Creatine [Mass/volume] in 24,1,1,,
4909-8,HLA-Dw4 [Presence],1,1,,
49098-7,Cryptococcus neoformans rRNA,1,1,,
49099-5,Codfish IgG Ab [Mass/volume],1,1,,
49100-1,H2a-H2b DNA IgG Ab [Presence],1,1,,
49101-9,Helicobacter pylori DNA [Pres,1,1,,
49102-7,Herpes virus 8 DNA [Units/vol,1,1,,
49103-5,WBC casts [#/area] in Urine s,1,1,,
49104-3,Mycoplasma pneumoniae DNA [Un,1,1,,
49105-0,Phenolphthalein [Mass/volume],1,1,,
4910-6,HLA-Dw5 [Presence] in Donor,1,1,,
49106-8,Phenols [Mass/volume] in Unsp,1,1,,
49107-6,Rubella virus IgM Ab [Titer],1,1,,
49108-4,Titanium [Mass/volume] in Uns,1,1,,
49109-2,Toxoplasma gondii Ab [Units/v,1,1,,
491-1,Temocillin [Susceptibility] b,1,1,,
49110-0,Mycoplasma sp identified in U,1,1,,
49111-8,Spermatozoa [#/area] in Urine,1,1,,
49112-6,Borna disease virus Ab [Units,1,1,,
49113-4,ZAP70 Ag [Presence] in Tissue,1,1,,
4911-4,HLA-Dw5 [Presence],1,1,,
49114-2,Flavivirus rRNA [Units/volume,1,1,,
49115-9,Thiamine.free [Mass/volume] i,1,1,,
49116-7,Trichosporon sp DNA [Units/vo,1,1,,
49117-5,Norovirus Ag [Presence] in St,1,1,,
49118-3,NM Unspecified body region Vi,2,,1,1
49119-1,Monosaccharides.sulfated [Pre,1,1,,
49120-9,Immunodeficiency follow-up pa,1,1,,
49121-7,Erythrocyte inclusion bodies,1,1,,
4912-2,HLA-Dw6 [Presence] in Donor,1,1,,
49122-5,Anaplasma sp identified in Un,1,1,,
49123-3,Bartonella sp identified in U,1,1,,
49124-1,Coxiella burnetii identified,1,1,,
49125-8,Ehrlichia sp identified in Un,1,1,,
49126-6,Orientia tsutsugamushi identi,1,1,,
49127-4,Rickettsia sp identified in U,1,1,,
49128-2,Rickettsia typhus group ident,1,1,,
49129-0,Creatine kinase.MiMi/Creatine,1,1,,
4913-0,HLA-Dw6 [Presence],1,1,,
49130-8,Cholesterol in HDL [Mass/volu,1,1,,
49131-6,Chylomicrons/total Lipoprotei,1,1,,
49132-4,Cholesterol in LDL [Mass/volu,1,1,,
49133-2,Cholesterol in VLDL [Mass/vol,1,1,,
49134-0,Glucose [Mass/volume] in Bloo,1,1,,
49135-7,Fractional excretion of sodiu,1,1,,
49136-5,Creatine kinase.MB/Creatine k,1,1,,
49137-3,Hemoglobin [Mass/volume] in U,1,1,,
49138-1,California encephalitis virus,1,1,,
49139-9,California encephalitis virus,1,1,,
49140-7,California encephalitis virus,1,1,,
49141-5,California encephalitis virus,1,1,,
49142-3,La Crosse virus IgG and IgM [,1,1,,
49143-1,North American Association of,2,,1,1
49144-9,Saint Louis encephalitis viru,1,1,,
49145-6,Rickettsia rickettsii IgG Ab,1,1,,
49146-4,Rickettsia rickettsii IgM Ab,1,1,,
49147-2,Rickettsia prowazekii IgM Ab,1,1,,
4914-8,HLA-Dw7 [Presence] in Donor,1,1,,
49148-0,Rickettsia prowazekii IgG Ab,1,1,,
49149-8,Rickettsia parkeri IgG Ab [Ti,1,1,,
49150-6,Rickettsia parkeri IgM Ab [Ti,1,1,,
49151-4,Rickettsia parkeri IgG Ab [Ti,1,1,,
49152-2,Rickettsia parkeri IgM Ab [Ti,1,1,,
49153-0,Rickettsia conorii IgM Ab [Ti,1,1,,
49154-8,Rickettsia conorii IgG Ab [Ti,1,1,,
4915-5,HLA-Dw7 [Presence],1,1,,
49155-5,Rickettsia akari IgM Ab [Tite,1,1,,
49156-3,Rickettsia akari IgM Ab [Tite,1,1,,
49157-1,Rickettsia akari IgG Ab [Tite,1,1,,
49158-9,Rickettsia akari IgG Ab [Tite,1,1,,
49159-7,Rickettsia africae IgG Ab [Ti,1,1,,
49160-5,Rickettsia africae IgM Ab [Ti,1,1,,
49161-3,Rickettsia africae IgG Ab [Ti,1,1,,
49162-1,Rickettsia africae IgM Ab [Ti,1,1,,
4916-3,HLA-Dw8 [Presence] in Donor,1,1,,
49163-9,Orientia tsutsugamushi Kato I,1,1,,
49164-7,Orientia tsutsugamushi Kato I,1,1,,
49165-4,Orientia tsutsugamushi Kato I,1,1,,
49166-2,Orientia tsutsugamushi Kato I,1,1,,
49167-0,Orientia tsutsugamushi Karp I,1,1,,
49168-8,Orientia tsutsugamushi Karp I,1,1,,
49169-6,Orientia tsutsugamushi Karp I,1,1,,
49170-4,Orientia tsutsugamushi Karp I,1,1,,
4917-1,HLA-Dw8 [Presence],1,1,,
49171-2,Orientia tsutsugamushi Gillia,1,1,,
